id,18~20_ride
415923,0.48
415924,8.62
415925,0.0
415926,0.01
415927,0.0
415928,0.0
415929,0.0
415930,0.0
415931,0.01
415932,0.0
415933,4.5360000000000005
415934,1.06
415935,0.46
415936,0.6461309523809523
415937,1.2
415938,11.21
415939,8.84
415940,6.63
415941,1.45
415942,0.19333333333333336
415943,0.7483333333333333
415944,0.08333333333333331
415945,0.0
415946,1.1875
415947,0.17
415948,6.34
415949,16.75
415950,2.43
415951,7.86
415952,3.91
415953,1.9566666666666668
415954,2.88
415955,0.24
415956,4.03
415957,2.835
415958,0.20833333333333331
415959,0.7271666666666667
415960,0.00375
415961,0.87
415962,22.78
415963,2.05
415964,0.0
415965,0.0719246031746032
415966,0.41
415967,0.0
415968,0.0
415969,0.0
415970,0.0
415971,0.0
415972,0.0
415973,0.006666666666666666
415974,0.24
415975,0.0
415976,0.0
415977,0.0
415978,0.0
415979,0.0
415980,0.0
415981,0.0
415982,0.0
415983,0.7025555555555556
415984,0.0
415985,0.0
415986,0.0
415987,0.15
415988,0.06648051948051949
415989,1.1528333333333334
415990,0.3
415991,0.38672410922410916
415992,4.42
415993,0.9775108225108228
415994,0.8125
415995,0.17
415996,0.24278571428571424
415997,0.6346666666666666
415998,0.005
415999,0.0
416000,0.2526172438672438
416001,0.0
416002,0.005
416003,0.0
416004,0.02
416005,0.01
416006,0.553535853035853
416007,0.5641985990968694
416008,0.0
416009,0.7893947163947164
416010,0.0
416011,0.9273333333333333
416012,0.16626262626262622
416013,0.305
416014,0.0
416015,0.0
416016,0.20216666666666672
416017,0.44
416018,0.9061226551226551
416019,0.02
416020,0.4235
416021,0.085
416022,0.0
416023,0.0
416024,0.0
416025,0.02
416026,0.0
416027,0.0
416028,0.05
416029,0.0
416030,0.2
416031,0.83
416032,0.41
416033,0.45332142857142854
416034,0.0
416035,0.7396428571428575
416036,0.37200000000000005
416037,0.006666666666666666
416038,0.06
416039,0.0
416040,0.0
416041,0.0
416042,0.0
416043,0.0
416044,0.0
416045,0.0
416046,0.0
416047,0.0
416048,0.0
416049,0.0
416050,0.0
416051,0.0
416052,0.05
416053,0.0
416054,0.0
416055,0.0
416056,0.0
416057,0.0
416058,0.0
416059,0.7833333333333333
416060,0.0
416061,0.0
416062,0.0
416063,0.013333333333333332
416064,0.013333333333333332
416065,0.0
416066,0.0
416067,0.09934518989782147
416068,0.0
416069,0.0
416070,0.0
416071,0.0
416072,0.0
416073,0.0
416074,0.0
416075,0.0
416076,0.0
416077,0.0
416078,0.0
416079,0.0
416080,0.0
416081,0.0
416082,0.0
416083,0.6
416084,0.0
416085,2.8539047619047624
416086,0.6249047619047619
416087,0.0
416088,0.14
416089,0.0
416090,0.19684200358465057
416091,0.04
416092,0.17066666666666666
416093,0.44
416094,0.14561967564599146
416095,0.03433168220668221
416096,0.11049999999999999
416097,0.0
416098,0.0
416099,0.5089999999999999
416100,0.0
416101,1.1415
416102,0.002575757575757576
416103,0.0
416104,0.8226666666666668
416105,0.0
416106,0.0
416107,0.0
416108,0.0
416109,0.0
416110,0.01539639892271471
416111,0.0
416112,0.14033333333333334
416113,0.042
416114,0.5341666666666667
416115,0.1825
416116,0.58
416117,0.05195238095238095
416118,0.078
416119,0.08905303700427539
416120,0.0
416121,0.0
416122,0.01
416123,0.0
416124,0.0
416125,0.0
416126,0.0
416127,0.0
416128,0.0
416129,0.0
416130,0.0
416131,0.0
416132,0.0
416133,0.0
416134,0.0
416135,0.0
416136,0.0
416137,0.0
416138,0.0
416139,0.0
416140,0.3117857142857143
416141,0.13466666666666666
416142,1.26
416143,0.06
416144,4.02
416145,0.4420833333333333
416146,0.76
416147,4.02
416148,0.07016171792603677
416149,0.34
416150,1.3
416151,1.4379999999999997
416152,0.35
416153,0.0
416154,0.31
416155,0.0
416156,0.033666666666666664
416157,0.0
416158,0.18816666666666668
416159,4.850833333333333
416160,0.0
416161,0.023333333333333334
416162,1.705
416163,0.82
416164,0.08
416165,0.0
416166,0.85
416167,0.0
416168,0.0
416169,0.0
416170,0.0
416171,0.06
416172,0.0
416173,0.0
416174,1.2
416175,0.4195833333333333
416176,0.0975
416177,0.10166666666666668
416178,1.167
416179,0.88
416180,0.145
416181,1.76
416182,0.10266666666666666
416183,0.51
416184,0.5198333333333334
416185,0.0
416186,0.16376695526695528
416187,0.42028571428571426
416188,0.462667388167388
416189,0.09364750364015068
416190,0.0
416191,0.02
416192,0.02
416193,0.0
416194,0.0
416195,0.08666666666666666
416196,0.050499999999999996
416197,4.22
416198,0.21454761904761901
416199,0.85
416200,4.523333333333333
416201,0.017
416202,0.9966666666666666
416203,0.0
416204,0.0
416205,1.3233333333333333
416206,0.04
416207,1.0
416208,0.43
416209,0.17
416210,1.35
416211,1.0148571428571427
416212,0.4426666666666667
416213,0.445
416214,3.63
416215,8.49
416216,2.25625
416217,1.1894444444444445
416218,0.1223809523809524
416219,0.0
416220,0.0
416221,0.05
416222,2.16
416223,0.11
416224,0.52
416225,0.015
416226,4.36
416227,0.99
416228,0.0
416229,0.08466666666666667
416230,1.445
416231,0.04333333333333333
416232,0.24166666666666664
416233,0.02
416234,0.04333333333333333
416235,1.61
416236,0.0
416237,0.21523809523809523
416238,0.0
416239,0.0
416240,0.0
416241,5.975
416242,1.09
416243,2.19
416244,0.0
416245,0.6649134199134198
416246,0.22
416247,0.0
416248,0.30833333333333335
416249,7.12
416250,0.13844222402162232
416251,0.21
416252,0.0
416253,0.9519047619047619
416254,0.5166428571428573
416255,0.0
416256,0.4133333333333333
416257,1.7286666666666668
416258,0.0
416259,0.5592178932178933
416260,0.26407142857142857
416261,0.0
416262,0.0
416263,0.044583333333333336
416264,1.4049761904761906
416265,0.0
416266,0.6316666666666667
416267,0.68
416268,2.44
416269,0.1716666666666667
416270,5.43
416271,2.34
416272,1.593857142857143
416273,3.22
416274,6.2
416275,0.0
416276,0.145
416277,0.8996666666666668
416278,0.8437380952380952
416279,0.145
416280,0.14
416281,0.19646428571428567
416282,1.05
416283,0.03678571428571429
416284,0.0
416285,0.1
416286,1.03
416287,2.04
416288,0.8112857142857145
416289,1.5020238095238094
416290,0.4253571428571428
416291,0.0275
416292,0.0
416293,1.8428571428571427
416294,2.986666666666667
416295,7.01
416296,1.31
416297,7.35
416298,0.43
416299,4.74
416300,6.84
416301,8.46
416302,0.7533333333333333
416303,0.03666666666666667
416304,5.13
416305,1.9166666666666665
416306,0.36
416307,0.013999999999999999
416308,0.018333333333333333
416309,0.0
416310,1.4156666666666666
416311,0.01
416312,0.89
416313,0.04866666666666667
416314,18.01
416315,0.06
416316,0.05
416317,0.769452380952381
416318,0.08
416319,0.59
416320,0.37
416321,1.55
416322,0.15
416323,0.73
416324,0.0
416325,2.5
416326,1.48
416327,0.9309285714285715
416328,0.4306666666666667
416329,0.0
416330,1.1566666666666665
416331,0.29100000000000004
416332,2.27
416333,0.1275
416334,0.10427777777777777
416335,0.79
416336,1.54
416337,0.8
416338,5.15
416339,1.6
416340,2.0972222222222223
416341,2.0966666666666667
416342,3.28
416343,0.13787301587301581
416344,0.0
416345,0.0
416346,0.0
416347,3.09
416348,0.129
416349,0.24
416350,0.463064935064935
416351,0.49116666666666675
416352,2.2435
416353,0.0
416354,0.05
416355,0.31
416356,0.22299999999999998
416357,2.805
416358,2.3833333333333333
416359,13.53
416360,2.49
416361,0.013999999999999999
416362,3.373333333333333
416363,1.45
416364,6.22
416365,0.8857380952380954
416366,0.19999999999999996
416367,0.016888888888888887
416368,9.943333333333333
416369,3.13
416370,9.19
416371,1.97
416372,1.1017619047619047
416373,0.18
416374,0.0
416375,0.06
416376,0.2
416377,0.13
416378,0.0
416379,0.04666666666666667
416380,0.09
416381,2.426190476190476
416382,0.3683333333333333
416383,2.0743333333333336
416384,0.1
416385,0.681
416386,0.4138888888888889
416387,0.0
416388,0.61
416389,0.0
416390,0.9483333333333333
416391,5.34
416392,0.0
416393,0.42
416394,0.01
416395,0.01
416396,0.0
416397,0.0
416398,0.19833333333333333
416399,0.026000000000000002
416400,1.29
416401,0.0
416402,0.0
416403,0.0
416404,0.06
416405,0.031
416406,0.01
416407,0.0
416408,4.18
416409,3.5304999999999995
416410,2.8625
416411,0.56
416412,0.93
416413,0.0
416414,0.74
416415,0.0
416416,1.85
416417,0.02
416418,0.002
416419,1.145
416420,0.005
416421,1.16
416422,0.74
416423,2.12
416424,2.1662619047619045
416425,0.01
416426,1.36
416427,0.008365079365079365
416428,0.2575
416429,1.9549761904761906
416430,0.01
416431,0.01
416432,0.6083333333333334
416433,0.165
416434,1.278031746031746
416435,0.23
416436,0.95
416437,0.32835714285714274
416438,0.0
416439,0.010025252525252524
416440,0.7618571428571426
416441,0.622154761904762
416442,6.92
416443,0.6666666666666665
416444,0.11
416445,0.9
416446,1.6083333333333334
416447,0.0
416448,0.24959659784659774
416449,2.88
416450,0.15
416451,4.91
416452,0.75
416453,1.27
416454,2.7166666666666663
416455,5.55
416456,0.48
416457,0.016666666666666666
416458,0.0
416459,0.0
416460,2.04
416461,6.34
416462,0.0
416463,0.0
416464,0.07
416465,0.25
416466,0.2
416467,0.02
416468,0.0
416469,0.09
416470,0.0
416471,4.31
416472,0.1262481962481962
416473,0.11
416474,0.0
416475,0.05066883445724057
416476,0.007297979797979798
416477,0.0
416478,0.32
416479,0.0
416480,0.0
416481,0.0
416482,0.0
416483,0.6394285714285713
416484,0.0
416485,0.08
416486,2.578666666666667
416487,0.45
416488,1.39
416489,0.37666666666666665
416490,0.97
416491,1.4275
416492,0.0
416493,0.11
416494,3.798464285714286
416495,0.01
416496,0.0
416497,0.83
416498,0.0
416499,0.01
416500,0.0
416501,0.0
416502,0.22666666666666668
416503,0.0
416504,0.0
416505,0.005714285714285714
416506,4.83
416507,0.818
416508,0.17
416509,2.695
416510,0.22
416511,0.19
416512,0.0
416513,0.09
416514,0.0
416515,0.0
416516,1.558
416517,0.0
416518,0.38298362748362746
416519,0.0
416520,0.0
416521,5.74
416522,0.14767857142857144
416523,0.10902406743583214
416524,0.0
416525,0.0
416526,0.005
416527,0.0
416528,0.09221825396825396
416529,0.04
416530,0.0
416531,1.05
416532,0.0
416533,0.23983333333333332
416534,0.027000000000000003
416535,0.15
416536,0.0
416537,1.935
416538,0.0
416539,0.0
416540,0.15
416541,0.0
416542,0.25242733083909547
416543,0.0
416544,0.01
416545,0.01
416546,0.0025
416547,3.66
416548,2.35
416549,0.6928095238095239
416550,0.25
416551,0.002
416552,1.4556666666666667
416553,0.0225
416554,0.30954761904761907
416555,0.31
416556,0.6980714285714285
416557,0.1894047619047619
416558,0.26602533577533577
416559,0.6846666666666666
416560,5.13
416561,0.84
416562,0.035
416563,0.34
416564,0.0
416565,0.9233333333333335
416566,1.5466666666666666
416567,0.0
416568,0.9838333333333331
416569,2.3713333333333337
416570,0.9898333333333332
416571,1.1566666666666667
416572,0.0125
416573,1.2166666666666666
416574,0.08730640291940599
416575,0.5034999999999998
416576,0.6541666666666666
416577,0.0
416578,0.42602380952380947
416579,0.0
416580,6.36
416581,0.941
416582,0.042
416583,0.03333333333333333
416584,0.02
416585,0.0
416586,0.51
416587,0.0
416588,0.0
416589,0.75
416590,0.9075
416591,0.5483333333333333
416592,5.58
416593,1.3
416594,0.26
416595,0.26
416596,0.934
416597,0.19
416598,0.013999999999999999
416599,0.06997619047619047
416600,0.0
416601,0.0
416602,0.02
416603,0.26386219336219324
416604,0.2
416605,1.515
416606,0.3859166666666667
416607,0.07
416608,0.0
416609,0.02
416610,0.22766666666666663
416611,0.8283707958707959
416612,0.02
416613,0.7854285714285715
416614,0.4008333333333334
416615,1.2716666666666667
416616,0.43016666666666664
416617,2.56
416618,0.945
416619,0.0
416620,0.056666666666666664
416621,1.5323333333333335
416622,4.424666666666667
416623,2.095
416624,0.9587380952380953
416625,0.9166666666666665
416626,2.51
416627,0.8490555555555557
416628,0.08
416629,0.6996046176046177
416630,0.0011111111111111111
416631,0.21321428571428572
416632,0.0
416633,0.019166666666666665
416634,0.11
416635,0.0
416636,0.0
416637,0.0
416638,0.0
416639,0.022000000000000002
416640,0.24933333333333332
416641,0.0
416642,0.02
416643,0.22249999999999998
416644,8.37
416645,0.0
416646,0.24318253968253958
416647,0.06308333333333334
416648,0.0
416649,0.0375
416650,1.85
416651,0.01
416652,0.3005714285714285
416653,1.311
416654,0.013333333333333332
416655,0.445
416656,0.59
416657,1.55
416658,3.02
416659,2.3
416660,0.006666666666666666
416661,2.27
416662,5.52
416663,0.0
416664,1.66
416665,0.0
416666,0.07067091242091243
416667,0.0
416668,0.0
416669,0.062
416670,0.011666666666666665
416671,1.27
416672,0.13441386391386387
416673,0.03
416674,0.76
416675,5.07
416676,0.823095238095238
416677,1.6666666666666665
416678,0.07133333333333333
416679,0.35
416680,0.68
416681,1.845
416682,3.17
416683,0.0
416684,0.4039880952380952
416685,3.0
416686,0.3168571428571428
416687,0.005261904761904762
416688,0.0
416689,0.0
416690,0.01
416691,0.8523095238095239
416692,0.10166666666666668
416693,0.01808080808080808
416694,1.2661666666666667
416695,1.13
416696,1.41
416697,1.92
416698,0.12666666666666665
416699,0.91
416700,0.5933333333333334
416701,5.1
416702,0.4278333333333333
416703,9.49
416704,7.85
416705,2.1366666666666667
416706,6.09
416707,1.51
416708,5.77
416709,0.75375
416710,2.21
416711,1.07
416712,2.057666666666667
416713,1.7701666666666664
416714,1.61
416715,1.0
416716,2.3539999999999996
416717,0.8677142857142858
416718,0.9807738095238097
416719,2.055
416720,1.68
416721,0.4955
416722,5.64
416723,0.578095238095238
416724,1.72
416725,0.8333333333333335
416726,0.24
416727,0.15223809523809523
416728,0.2866625596625596
416729,0.078
416730,0.06833333333333333
416731,2.5564285714285715
416732,11.41
416733,0.0931904761904762
416734,0.24
416735,0.93
416736,0.0
416737,0.0
416738,4.286666666666666
416739,2.245
416740,3.07
416741,2.31
416742,47.03
416743,3.75
416744,15.938666666666668
416745,3.23
416746,1.35
416747,2.766666666666666
416748,1.41
416749,2.59
416750,0.11833333333333332
416751,1.879
416752,2.41
416753,0.5411190476190476
416754,1.25
416755,1.1
416756,0.0
416757,0.0
416758,0.0
416759,1.02
416760,0.34
416761,0.46
416762,0.62
416763,0.09
416764,0.08571428571428572
416765,4.71
416766,1.6541666666666668
416767,2.97
416768,0.35416666666666663
416769,4.43
416770,0.15
416771,0.0
416772,0.0
416773,0.0
416774,0.02
416775,0.0
416776,1.91
416777,1.597595238095238
416778,2.2825
416779,0.0
416780,0.06285714285714286
416781,0.0
416782,0.0
416783,0.19333333333333336
416784,1.1903333333333332
416785,0.9246349206349209
416786,1.2166746031746036
416787,1.512047619047619
416788,0.0
416789,0.0
416790,0.625
416791,0.0
416792,0.10373269455003195
416793,1.5081428571428572
416794,0.5645008047508048
416795,1.455
416796,0.5023427128427127
416797,0.2683333333333333
416798,0.0
416799,0.016666666666666666
416800,0.87375
416801,0.01
416802,0.0
416803,0.8846176601176603
416804,0.2220815712065711
416805,0.87
416806,0.05633333333333334
416807,0.1835551948051948
416808,0.0
416809,0.0
416810,0.0
416811,0.2011111111111111
416812,0.46741341991341984
416813,0.0
416814,0.0
416815,0.0
416816,0.5121666666666667
416817,0.11481115550480529
416818,0.0
416819,0.0
416820,0.34060966810966803
416821,0.0
416822,18.58
416823,6.46
416824,8.67
416825,0.0
416826,1.48
416827,4.64
416828,10.58
416829,0.46
416830,0.045
416831,5.84
416832,23.75
416833,14.08
416834,10.22
416835,4.75
416836,11.61
416837,0.3825
416838,3.18
416839,6.83
416840,0.04
416841,48.85
416842,0.63
416843,2.99
416844,0.1375
416845,0.0
416846,0.0
416847,1.9
416848,0.5266666666666666
416849,0.0
416850,2.69
416851,3.28
416852,3.49
416853,0.5808333333333333
416854,2.45
416855,0.0075
416856,4.035
416857,1.15
416858,14.92
416859,3.42
416860,2.16
416861,20.24
416862,5.07
416863,0.58
416864,0.308
416865,0.15
416866,0.3528730158730159
416867,1.25
416868,5.06
416869,1.1525
416870,1.0825
416871,17.95
416872,7.63
416873,0.0
416874,74.02
416875,15.18
416876,22.35
416877,18.4
416878,11.12
416879,6.38
416880,6.4
416881,0.03666666666666667
416882,11.01
416883,0.0
416884,3.388571428571428
416885,7.14
416886,0.15583333333333335
416887,5.84
416888,6.26
416889,37.21
416890,3.5248095238095236
416891,2.8420757575757567
416892,1.38
416893,2.88
416894,6.25
416895,0.445
416896,1.94
416897,4.57
416898,8.8
416899,0.81
416900,0.0
416901,1.68
416902,0.63
416903,4.77
416904,12.69
416905,0.2071313131313131
416906,6.36
416907,2.94
416908,3.51
416909,6.52
416910,6.5
416911,2.33
416912,0.5
416913,1.6
416914,13.82
416915,0.12833333333333333
416916,0.9313333333333332
416917,0.015
416918,3.67
416919,0.17666666666666664
416920,1.08
416921,11.46
416922,5.42
416923,22.76
416924,7.33
416925,3.87
416926,4.81
416927,2.09
416928,34.27
416929,0.8416666666666667
416930,0.01
416931,0.26666666666666666
416932,22.52
416933,11.27
416934,0.05
416935,20.22
416936,15.17
416937,8.05
416938,7.01
416939,7.78
416940,10.31
416941,61.44
416942,25.2
416943,0.99
416944,0.0
416945,25.85
416946,6.03
416947,4.54
416948,3.0
416949,1.1081666666666665
416950,9.45
416951,2.44
416952,3.2
416953,0.6541428571428571
416954,2.13
416955,0.20650888000887999
416956,1.46
416957,0.6
416958,0.1
416959,1.55
416960,0.01
416961,0.7441666666666665
416962,1.04
416963,0.06
416964,0.24
416965,0.40958333333333335
416966,0.0
416967,0.03
416968,34.8
416969,0.02152380952380952
416970,1.77
416971,0.67
416972,0.27345238095238095
416973,1.74
416974,1.4066666666666665
416975,0.560547619047619
416976,0.69
416977,0.03
416978,2.83
416979,4.11
416980,0.4814285714285714
416981,0.3361507936507937
416982,2.04
416983,0.0
416984,0.11810950160950155
416985,2.125
416986,2.26
416987,1.8774047619047622
416988,0.04
416989,0.0
416990,0.0
416991,1.96
416992,5.58
416993,1.59
416994,2.59
416995,0.0
416996,10.04
416997,3.3466666666666676
416998,0.415
416999,7.73
417000,46.54
417001,0.04
417002,0.0
417003,0.045
417004,0.5366666666666666
417005,10.75
417006,8.88
417007,5.65
417008,2.1843333333333335
417009,0.42916666666666664
417010,9.87
417011,3.83
417012,0.3347222222222222
417013,0.26
417014,4.43
417015,0.9
417016,2.68
417017,0.0
417018,0.1125
417019,5.98
417020,1.7983333333333333
417021,0.0
417022,0.7989553200067906
417023,0.69
417024,2.01
417025,0.07298809523809523
417026,0.419547619047619
417027,0.0
417028,2.3283333333333336
417029,0.6
417030,7.02
417031,2.16
417032,2.08
417033,0.26
417034,3.46
417035,0.05
417036,0.602
417037,1.0503333333333333
417038,1.24
417039,0.83
417040,1.3402592309651131
417041,0.81
417042,0.98
417043,0.1650277777777778
417044,0.3
417045,0.0
417046,9.81
417047,0.93
417048,6.31
417049,2.8175
417050,2.39
417051,2.06
417052,0.73
417053,0.35
417054,1.71
417055,14.34
417056,0.19880952380952377
417057,0.35
417058,6.85
417059,0.79
417060,35.72
417061,9.75
417062,2.59
417063,0.7059047619047618
417064,16.3
417065,11.7
417066,4.31
417067,0.9216666666666665
417068,0.77
417069,7.68
417070,2.703333333333333
417071,4.44
417072,0.21083333333333332
417073,0.7825
417074,0.03
417075,1.9238333333333335
417076,0.92
417077,0.71
417078,1.42
417079,1.42
417080,0.02
417081,0.36
417082,0.258515873015873
417083,0.38
417084,0.0
417085,0.5674999999999999
417086,0.0
417087,0.2791666666666667
417088,0.006666666666666666
417089,0.94
417090,5.55
417091,0.0
417092,0.16416666666666666
417093,0.0
417094,0.09
417095,1.06
417096,0.0
417097,0.02
417098,0.15425
417099,0.02
417100,0.18
417101,0.09333333333333334
