id,count
1493,110.1305
1501,213.631
1503,306.101
1504,218.66825
1505,13.774
1511,201.691
1512,51.137
1513,73.03075
1514,36.54925
1528,192.5545
1533,237.838
1534,27.2915
1536,152.05025
1537,45.91375
1539,234.5835
1550,223.56125
1552,210.59825
1554,193.103
1555,382.89775
1556,99.97075
1559,36.9415
1563,193.4085
1566,121.67675
1567,151.09525
1568,25.512
1571,232.848
1572,17.747
1574,45.05825
1577,18.4315
1583,65.9855
1585,32.185
1586,194.29225
1587,237.2095
1596,129.5435
1602,41.5935
1604,100.39175
1605,32.305
1610,318.2515
1611,95.243
1616,37.66275
1617,97.71925
1618,15.36525
1622,36.7095
1623,32.334
1628,319.228
1631,14.3295
1632,182.8365
1633,238.97275
1634,340.67075
1636,242.213
1637,105.39025
1643,140.7495
1644,99.11275
1646,93.329
1648,203.7335
1651,33.53175
1656,15.77825
1658,143.801
1659,17.77125
1665,209.41325
1666,150.97625
1670,43.781
1674,120.47125
1679,207.4315
1680,221.813
1683,323.65575
1686,23.9885
1691,97.1595
1693,37.8565
1696,41.57425
1697,94.57625
1703,104.2455
1706,24.919
1709,160.47175
1710,88.0085
1712,175.49725
1713,117.731
1718,388.3865
1719,214.46725
1722,281.59
1723,119.64075
1724,292.441
1728,64.61475
1730,27.65175
1732,25.6685
1737,38.81425
1745,91.49475
1747,14.601
1748,15.0815
1755,109.07225
1759,16.59
1761,288.18175
1764,205.17175
1765,151.13575
1766,91.884
1768,102.268
1770,28.296
1771,142.4335
1774,89.17175
1785,125.241
1788,220.2955
1792,12.7455
1794,224.4155
1797,124.63725
1798,11.6475
1799,263.02075
1802,100.59
1806,35.52575
1808,71.8005
1810,239.572
1818,131.964
1819,388.68675
1820,281.87025
1822,237.2645
1826,225.853
1827,129.2145
1835,18.4415
1841,98.43
1842,113.1765
1843,15.68175
1846,38.30625
1849,97.17725
1850,192.64175
1851,220.25675
1857,50.5375
1858,180.346
1860,96.10725
1861,233.57225
1864,126.58925
1869,336.81425
1871,70.03775
1872,37.31225
1875,17.83375
1878,227.50225
1879,256.68225
1885,88.32925
1888,90.035
1889,26.68075
1890,98.54875
1896,122.57275
1897,159.0145
1898,110.89125
1900,96.139
1905,43.3755
1908,120.448
1909,101.3295
1913,69.868
1918,115.28925
1922,316.0485
1923,116.11275
1925,279.233
1926,115.18675
1927,317.31725
1930,193.0595
1935,85.55625
1939,105.222
1942,93.9155
1943,104.25875
1948,241.27125
1949,276.6035
1951,101.98425
1953,105.142
1959,110.00875
1963,14.1705
1967,111.4455
1973,279.979
1975,24.6915
1976,84.2995
1990,94.59625
1993,113.10775
1997,205.6765
1999,115.523
2001,287.376
2004,91.654
2010,100.6795
2013,136.64975
2017,310.49925
2021,102.37425
2023,184.5235
2026,158.66325
2037,38.7845
2039,219.1995
2041,17.779
2046,27.46825
2050,15.48275
2060,226.3005
2067,101.6105
2069,130.705
2072,251.371
2074,121.00425
2079,114.82575
2083,23.834
2085,215.6525
2087,16.81175
2093,142.45175
2094,33.292
2097,43.3755
2103,93.59125
2104,48.38625
2107,174.0315
2108,18.663
2110,85.13825
2115,153.909
2117,28.49625
2125,336.548
2127,247.48975
2133,14.131
2134,363.72375
2135,129.10975
2141,220.055
2143,33.53175
2145,84.67425
2146,29.9255
2147,293.263
2148,63.5525
2149,65.8285
2165,121.16675
2166,141.7645
2177,221.321
